#   Source : patch outlet1
#   Faces  : 832
#   Area   : 3.750000e+000
#        Time	sum(rhoPhi)
1.281785e+000	5.804950e+001
1.284821e+000	5.829810e+001
1.287857e+000	5.787142e+001
1.290893e+000	5.798225e+001
1.293928e+000	5.757628e+001
1.296964e+000	5.784352e+001
1.300000e+000	5.764590e+001
1.303333e+000	5.850382e+001
1.306923e+000	5.871323e+001
1.310839e+000	5.959609e+001
1.314755e+000	5.933590e+001
1.318671e+000	5.983139e+001
1.322587e+000	5.944226e+001
1.326503e+000	6.002194e+001
1.329860e+000	5.916041e+001
1.333217e+000	5.973213e+001
1.336573e+000	5.935740e+001
1.339930e+000	6.002048e+001
1.343287e+000	5.968461e+001
1.346643e+000	6.045007e+001
1.350000e+000	6.018111e+001
1.353571e+000	6.129458e+001
1.357440e+000	6.158793e+001
1.361310e+000	6.288357e+001
1.364534e+000	6.212684e+001
1.367758e+000	6.360445e+001
1.370689e+000	6.353183e+001
1.373946e+000	6.571757e+001
1.377203e+000	6.645088e+001
1.380459e+000	6.840492e+001
1.383716e+000	6.936518e+001
1.386973e+000	7.157734e+001
1.390230e+000	7.303364e+001
1.393486e+000	7.577941e+001
1.396743e+000	7.808403e+001
1.400000e+000	8.200153e+001
1.403571e+000	8.780460e+001
1.407440e+000	9.609938e+001
1.411310e+000	1.045510e+002
1.414827e+000	1.118962e+002
1.418344e+000	1.210958e+002
1.421861e+000	1.318177e+002
1.425379e+000	1.454711e+002
1.428896e+000	1.602589e+002
1.432413e+000	1.767929e+002
1.435931e+000	1.926724e+002
1.439448e+000	2.065742e+002
1.442965e+000	2.179420e+002
1.446483e+000	2.275396e+002
1.450000e+000	2.353775e+002
1.453846e+000	2.466718e+002
1.458042e+000	2.579740e+002
1.461856e+000	2.660823e+002
1.465671e+000	2.784413e+002
1.469485e+000	2.919835e+002
1.473299e+000	3.053125e+002
1.477114e+000	3.180735e+002
1.480928e+000	3.285994e+002
1.484743e+000	3.360066e+002
1.487794e+000	3.392201e+002
1.490846e+000	3.410799e+002
1.493897e+000	3.399424e+002
1.496949e+000	3.381640e+002
1.500000e+000	3.361201e+002
1.503333e+000	3.338523e+002
1.506923e+000	3.293588e+002
1.510839e+000	3.234242e+002
1.514103e+000	3.198044e+002
1.517094e+000	3.192330e+002
1.520085e+000	3.202745e+002
1.523409e+000	3.264882e+002
1.526733e+000	3.350285e+002
1.530057e+000	3.416252e+002
1.533381e+000	3.417226e+002
1.536705e+000	3.385305e+002
1.540028e+000	3.358396e+002
1.543352e+000	3.356514e+002
1.546676e+000	3.362247e+002
1.550000e+000	3.352644e+002
1.553571e+000	3.347691e+002
1.557440e+000	3.342849e+002
1.561310e+000	3.379137e+002
1.565179e+000	3.466211e+002
1.569048e+000	3.624405e+002
1.572917e+000	3.813962e+002
1.576786e+000	4.010114e+002
1.580655e+000	4.190972e+002
1.584524e+000	4.321665e+002
1.588393e+000	4.418276e+002
1.592262e+000	4.499450e+002
1.596131e+000	4.621623e+002
1.600000e+000	4.753019e+002
1.604167e+000	4.953032e+002
1.608333e+000	5.120048e+002
1.612500e+000	5.264817e+002
1.616667e+000	5.384756e+002
1.620833e+000	5.508115e+002
1.625000e+000	5.630976e+002
1.629167e+000	5.749312e+002
1.633333e+000	5.903313e+002
1.637500e+000	6.069300e+002
1.641667e+000	6.212405e+002
1.645833e+000	6.328421e+002
1.650000e+000	6.424375e+002
1.654545e+000	6.552895e+002
1.659596e+000	6.713085e+002
1.664646e+000	6.843341e+002
1.669697e+000	6.996489e+002
1.674747e+000	7.159420e+002
1.679798e+000	7.333215e+002
1.684848e+000	7.525370e+002
1.689899e+000	7.743276e+002
1.694949e+000	7.935922e+002
1.700000e+000	8.157808e+002
1.705000e+000	8.409405e+002
1.710000e+000	8.706573e+002
1.715000e+000	9.036305e+002
1.720000e+000	9.426306e+002
1.725000e+000	9.806710e+002
1.730000e+000	1.022377e+003
1.735000e+000	1.062004e+003
1.740000e+000	1.104457e+003
1.745000e+000	1.145725e+003
1.750000e+000	1.189123e+003
1.755556e+000	1.236069e+003
1.761111e+000	1.283390e+003
1.766667e+000	1.325692e+003
1.772222e+000	1.373481e+003
1.777778e+000	1.424290e+003
1.783333e+000	1.486453e+003
1.788889e+000	1.546460e+003
1.794444e+000	1.610239e+003
1.800000e+000	1.666922e+003
1.805556e+000	1.720444e+003
1.811111e+000	1.765185e+003
1.816667e+000	1.804752e+003
1.822222e+000	1.831451e+003
1.827778e+000	1.851780e+003
1.833333e+000	1.866233e+003
1.838889e+000	1.877037e+003
1.844444e+000	1.885572e+003
1.850000e+000	1.902549e+003
1.855556e+000	1.923370e+003
1.861111e+000	1.946141e+003
1.866667e+000	1.964646e+003
1.872222e+000	1.982173e+003
1.877778e+000	1.994696e+003
1.883333e+000	2.008192e+003
1.888889e+000	2.020816e+003
1.894444e+000	2.036136e+003
1.900000e+000	2.047016e+003
1.905556e+000	2.055765e+003
1.911111e+000	2.056950e+003
1.916667e+000	2.055617e+003
1.922222e+000	2.052345e+003
1.927778e+000	2.046451e+003
1.933333e+000	2.037608e+003
1.938889e+000	2.033456e+003
1.944444e+000	2.030875e+003
1.950000e+000	2.035308e+003
1.956250e+000	2.047667e+003
1.962500e+000	2.071831e+003
1.968750e+000	2.102492e+003
1.975000e+000	2.142343e+003
1.981250e+000	2.185204e+003
1.987500e+000	2.233892e+003
1.993750e+000	2.278808e+003
2.000000e+000	2.319427e+003
2.006250e+000	2.352802e+003
2.011719e+000	2.382693e+003
2.017187e+000	2.402374e+003
2.022656e+000	2.413364e+003
2.028125e+000	2.414991e+003
2.033594e+000	2.414147e+003
2.039062e+000	2.413624e+003
2.042708e+000	2.417287e+003
2.046354e+000	2.414896e+003
2.050000e+000	2.413685e+003
2.054167e+000	2.414150e+003
